ka_pei_W;卡佩驳杂血脉;;;;;;;;;;X
ka_pei_desc;此人拥有卡佩家族的血脉。;;;;;;;;;;X
ka_pei_P_desc;此人拥有卡佩家族的纯正血脉。;;;;;;;;;;X
ka_pei_W_desc;此人拥有微弱的卡佩家族的血脉。;;;;;;;;;;X
ka_pei_death;;;;;;;;;;;X
ka_pei_P_death;;;;;;;;;;;X
ka_pei_W_death;;;;;;;;;;;X
ke_mu_ning;科穆宁血脉;;;;;;;;;;X
ke_mu_ning_P;科穆宁纯正血脉;;;;;;;;;;X
ke_mu_ning_W;科穆宁驳杂血脉;;;;;;;;;;X
ke_mu_ning_desc;此人拥有科穆宁家族的血脉。;;;;;;;;;;X
ke_mu_ning_P_desc;此人拥有科穆宁家族的纯正血脉。;;;;;;;;;;X
ke_mu_ning_W_desc;此人拥有微弱的科穆宁家族的血脉。;;;;;;;;;;X
ke_mu_ning_death;;;;;;;;;;;X
ke_mu_ning_P_death;;;;;;;;;;;X
ke_mu_ning_W_death;;;;;;;;;;;X
liu_li_ke;留里克血脉;;;;;;;;;;X
liu_li_ke_P;留里克纯正血脉;;;;;;;;;;X
liu_li_ke_W;留里克驳杂血脉;;;;;;;;;;X
liu_li_ke_desc;此人拥有留里克家族的血脉。罗斯人被驱逐出海以后，东斯拉夫人各部落相互间争斗不止，罗斯人留里克兄弟3人应东斯拉夫贵族的“邀请”，渡海来到诺夫哥罗德，建立了历史上第一个罗斯国。留里克王朝始于此。;;;;;;;;;;X
liu_li_ke_P_desc;此人拥有留里克家族的纯正血脉。罗斯人被驱逐出海以后，东斯拉夫人各部落相互间争斗不止，罗斯人留里克兄弟3人应东斯拉夫贵族的“邀请”，渡海来到诺夫哥罗德，建立了历史上第一个罗斯国。留里克王朝始于此。;;;;;;;;;;X
liu_li_ke_W_desc;此人拥有微弱的留里克家族的血脉。罗斯人被驱逐出海以后，东斯拉夫人各部落相互间争斗不止，罗斯人留里克兄弟3人应东斯拉夫贵族的“邀请”，渡海来到诺夫哥罗德，建立了历史上第一个罗斯国。留里克王朝始于此。;;;;;;;;;;X
liu_li_ke_death;;;;;;;;;;;X
liu_li_ke_P_death;;;;;;;;;;;X
liu_li_ke_W_death;;;;;;;;;;;X
huo_heng_si_tao_fen;霍亨斯陶芬血脉;;;;;;;;;;X
huo_heng_si_tao_fen_P;霍亨斯陶芬纯正血脉;;;;;;;;;;X
huo_heng_si_tao_fen_W;霍亨斯陶芬驳杂血脉;;;;;;;;;;X
huo_heng_si_tao_fen_desc;此人拥有霍亨斯陶芬家族的血脉。;;;;;;;;;;X
huo_heng_si_tao_fen_P_desc;此人拥有霍亨斯陶芬家族的纯正血脉。;;;;;;;;;;X
huo_heng_si_tao_fen_W_desc;此人拥有微弱的霍亨斯陶芬家族的血脉。;;;;;;;;;;X
huo_heng_si_tao_fen_death;;;;;;;;;;;X
huo_heng_si_tao_fen_P_death;;;;;;;;;;;X
huo_heng_si_tao_fen_W_death;;;;;;;;;;;X
jia_luo_lin;加洛林血脉;;;;;;;;;;X
jia_luo_lin_P;加洛林纯正血脉;;;;;;;;;;X
jia_luo_lin_W;加洛林驳杂血脉;;;;;;;;;;X
jia_luo_lin_desc;此人拥有加洛林家族的血脉。;;;;;;;;;;X
jia_luo_lin_P_desc;此人拥有加洛林家族的纯正血脉。;;;;;;;;;;X
jia_luo_lin_W_desc;此人拥有微弱的加洛林家族的血脉。;;;;;;;;;;X
jia_luo_lin_death;孱弱的加洛林体质;;;;;;;;;;X
jia_luo_lin_P_death;孱弱的加洛林体质;;;;;;;;;;X
jia_luo_lin_W_death;孱弱的加洛林体质;;;;;;;;;;X
ha_xi_mu;哈西姆血脉;;;;;;;;;;X
ha_xi_mu_P;哈西姆纯正血脉;;;;;;;;;;X
ha_xi_mu_W;哈西姆驳杂血脉;;;;;;;;;;X
ha_xi_mu_desc;此人拥有哈西姆家族的血脉。;;;;;;;;;;X
ha_xi_mu_P_desc;此人拥有哈西姆家族的纯正血脉。;;;;;;;;;;X
ha_xi_mu_W_desc;此人拥有微弱的哈西姆家族的血脉。;;;;;;;;;;X
ha_xi_mu_death;;;;;;;;;;;X
ha_xi_mu_P_death;;;;;;;;;;;X
ha_xi_mu_W_death;;;;;;;;;;;X
a_ba_si;阿巴斯血脉;;;;;;;;;;X
a_ba_si_P;阿巴斯纯正血脉;;;;;;;;;;X
a_ba_si_W;阿巴斯驳杂血脉;;;;;;;;;;X
a_ba_si_desc;此人拥有阿巴斯家族的血脉。;;;;;;;;;;X
a_ba_si_P_desc;此人拥有阿巴斯家族的纯正血脉。;;;;;;;;;;X
a_ba_si_W_desc;此人拥有微弱的阿巴斯家族的血脉。;;;;;;;;;;X
a_ba_si_death;;;;;;;;;;;X
a_ba_si_P_death;;;;;;;;;;;X
a_ba_si_W_death;;;;;;;;;;;X
fa_di_ma;法蒂玛血脉;;;;;;;;;;X
fa_di_ma_P;法蒂玛纯正血脉;;;;;;;;;;X
fa_di_ma_W;法蒂玛驳杂血脉;;;;;;;;;;X
fa_di_ma_desc;此人拥有法蒂玛家族的血脉。;;;;;;;;;;X
fa_di_ma_P_desc;此人拥有法蒂玛家族的纯正血脉。;;;;;;;;;;X
fa_di_ma_W_desc;此人拥有微弱的法蒂玛家族的血脉。;;;;;;;;;;X
fa_di_ma_death;;;;;;;;;;;X
fa_di_ma_P_death;;;;;;;;;;;X
fa_di_ma_W_death;;;;;;;;;;;X
god_man;神之后裔;;;;;;;;;;X
god_man_desc;此人是亚伯拉罕的后裔。;;;;;;;;;;X
god_man_death;;;;;;;;;;;X
god_man_2;受命于天;;;;;;;;;;X
god_man_2_desc;此人是真龙天子的后裔。;;;;;;;;;;X
god_man_2_death;;;;;;;;;;;X
god_man_3;先知后裔;;;;;;;;;;X
god_man_3_desc;此人是先知默罕默德的后裔。;;;;;;;;;;X
god_man_3_death;;;;;;;;;;;X
god_man_4;万神之神,万王之王;;;;;;;;;;X
god_man_4_desc;此人乃是波斯帝王-大流士、居鲁士、薛西斯等伟大君王的后裔。;;;;;;;;;;X
god_man_4_death;;;;;;;;;;;X
genghis_khan;成吉思汗;;;;;;;;;;X
genghis_khan_desc;此人乃是草原的一代天骄拥有四海的大汗。;;;;;;;;;;X
genghis_khan_death;;;;;;;;;;;X
family_of_gold;黄金家族血脉;;;;;;;;;;X
family_of_gold_desc;此人拥有黄金家族的血脉。“黄金家族”指的是纯洁出身的蒙古人。蒙古族始祖母阿兰在她丈夫死后又生了三个儿子。这后边的三个儿子是她与一个金黄色天神的后代，是上天之子。蒙古的大汗都出于这个家族，所以就被称为“黄金家族”。;;;;;;;;;;X
family_of_gold_death;;;;;;;;;;;X
